"block_size_mode","loading_design","method","H_true","G_true","n","p","n_reps","mean_alpha_rmse","sd_alpha_rmse","lower_alpha_rmse","upper_alpha_rmse","mean_lambda_rmse","sd_lambda_rmse","lower_lambda_rmse","upper_lambda_rmse","mean_joint_mu_rmse","sd_joint_mu_rmse","lower_joint_mu_rmse","upper_joint_mu_rmse","mean_joint_var_rmse","sd_joint_var_rmse","lower_joint_var_rmse","upper_joint_var_rmse","mean_joint_weight_rmse","sd_joint_weight_rmse","lower_joint_weight_rmse","upper_joint_weight_rmse","mean_factor_score_rmse","sd_factor_score_rmse","lower_factor_score_rmse","upper_factor_score_rmse"
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",1000,250,25,0.0756494681476725,0.0117914174284321,0.0520666332908083,0.0992323030045368,0.0633690422509891,0.00295298769440942,0.0574630668621703,0.069275017639808,0.0446045208305488,0.0140035817070818,0.0165973574163853,0.0726116842447123,0.0562806127216015,0.00952890320161125,0.037222806318379,0.075338419124824,0.00802274571682647,0.00357460593916711,0.000873533838492258,0.0151719575951607,0.166140890204955,0.00318767057249723,0.159765549059961,0.17251623134995
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",1000,500,25,0.0732985185786964,0.00765930674711765,0.0579799050844611,0.0886171320729317,0.0618019939426977,0.00169976302948231,0.0584024678837331,0.0652015200016623,0.0307982086302013,0.0109771573153318,0.00884389399953761,0.0527525232608649,0.0287216932516199,0.00606663433790612,0.0165884245758076,0.0408549619274321,0.00638448751944861,0.00298072797002413,0.000423031579400348,0.0123459434594969,0.123792029663171,0.00276503316641376,0.118261963330343,0.129322095995998
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",1000,1000,25,0.0706963931084073,0.00579469266040697,0.0591070077875934,0.0822857784292213,0.0600300674022346,0.00140792914582991,0.0572142091105748,0.0628459256938944,0.0269733710141131,0.0128008083130594,0.00137175438799441,0.0525749876402318,0.0195519961494974,0.00623659165261781,0.00707881284426182,0.032025179454733,0.00592241710803204,0.00337423441113112,-0.000826051714230206,0.0126708859302943,0.090896312363586,0.00203486971202774,0.0868265729395305,0.0949660517876414
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",1000,2000,25,0.0706785973189472,0.00705858727373296,0.0565614227714813,0.0847957718664131,0.0598583061903679,0.00127212730161082,0.0573140515871462,0.0624025607935895,0.0293990398207974,0.0121070362916436,0.00518496723751024,0.0536131124040845,0.0175688236845742,0.00754815676127662,0.00247251016202099,0.0326651372071275,0.00677704859570517,0.00296812628680099,0.000840796022103189,0.0127133011693071,0.0676449438622165,0.00313087251800727,0.061383198826202,0.0739066888982311
"balanced","balanced_moderate_dense_signed_cross","joint_mixture_factor_gibbs",3,"2-2-2",1000,250,25,0.0719007931319218,0.0104649775634365,0.0509708380050488,0.0928307482587947,0.089734062317447,0.0556130799342565,-0.0214920975510659,0.20096022218596,0.454748583611645,0.13525462173611,0.184239340139425,0.725257827083865,0.443430315615227,0.145461684822574,0.152506945970079,0.734353685260375,0.0788667682062976,0.0261837378383187,0.0264992925296601,0.131234243882935,0.197874666714107,0.0661086941656959,0.0656572783827156,0.330092055045499
"balanced","balanced_moderate_dense_signed_cross","joint_mixture_factor_gibbs",3,"2-2-2",1000,500,25,0.0731243867270365,0.0081964249944177,0.0567315367382011,0.0895172367158719,0.0809913677769725,0.0225204915750402,0.0359503846268921,0.126032350927053,0.441587166874937,0.0771961385805646,0.287194889713808,0.595979444036066,0.430359914675641,0.0879388098715742,0.254482294932493,0.60623753441879,0.0729930543042916,0.0170229880418266,0.0389470782206385,0.107039030387945,0.149649865435477,0.0327078925354004,0.0842340803646765,0.215065650506278
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",2000,250,25,0.0532400876045237,0.00507886420404955,0.0430823591964246,0.0633978160126229,0.0440080515999228,0.00169969916618943,0.040608653267544,0.0474074499323017,0.0409567422610514,0.00959354728259206,0.0217696476958672,0.0601438368262355,0.0573105433086446,0.00939874181558751,0.0385130596774695,0.0761080269398196,0.00672956290608178,0.00251266908554493,0.00170422473499192,0.0117549010771716,0.165690442915662,0.00230099299180128,0.16108845693206,0.170292428899265
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",2000,500,25,0.0510456468490155,0.00487286100235824,0.041299924844299,0.060791368853732,0.042864815977565,0.00131394018502637,0.0402369356075122,0.0454926963476177,0.0232361753941561,0.00895991552743958,0.00531634433927693,0.0411560064490352,0.0272310561128994,0.00611340218037944,0.0150042517521405,0.0394578604736583,0.0044439144223379,0.00237095080791259,-0.000297987193487277,0.00918581603816308,0.122159909058871,0.00160985808438157,0.118940192890108,0.125379625227635
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",2000,1000,25,0.0498145562687947,0.00501845745471362,0.0397776413593675,0.059851471178222,0.0420321418938084,0.00103024548204501,0.0399716509297184,0.0440926328578984,0.022554819863702,0.00762973837826729,0.00729534310716744,0.0378142966202366,0.0163717714621078,0.0061286435035268,0.00411448445505425,0.0286290584691614,0.00503546066604653,0.00179621129866555,0.00144303806871542,0.00862788326337763,0.0899140365851062,0.00149654048921737,0.0869209556066714,0.0929071175635409
"balanced","balanced_moderate_dense_signed_cross","independent_marginal_mixture",3,"2-2-2",2000,2000,25,0.0489565079633391,0.0036472688927214,0.0416619701778963,0.0562510457487819,0.041578082826507,0.000624786692833594,0.0403285094408398,0.0428276562121742,0.019454342430179,0.006969261636066,0.00551581915804698,0.033392865702311,0.0139181224768485,0.00401683200724615,0.00588445846235617,0.0219517864913408,0.00444786311296429,0.00172069674963148,0.00100646961370134,0.00788925661222725,0.0656004342510233,0.00138792156377343,0.0628245911234764,0.0683762773785701
