"scenario","rep","np_regime","n","p","H_true","G_true","K_joint","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","intercept_sd","intercept_block_span","intercept_clip","loading_design","block_size_mode","mixture_update","mu_prior_mean","mu_prior_kappa","var_prior_shape","var_prior_scale","weight_prior_alpha","method","mean_factor_abs_cor","min_factor_abs_cor","lambda_corr","lambda_rmse","alpha_corr","alpha_rmse","alpha_raw_corr","alpha_raw_rmse","probability_rmse","joint_profile_ari","seconds","pretraining_converged","pretraining_completed_iter","selected_pretraining_iteration","pretraining_return_best_iteration","refinement_converged","refinement_completed_iter","selected_refinement_iteration","refinement_return_best_iteration","refinement_stopping_objective","joint_mu_rmse","joint_var_rmse","joint_mu_corr","joint_var_corr","joint_weight_corr","joint_weight_rmse","joint_weight_l1","joint_weight_max_abs_error","est_effective_classes_001","est_effective_classes_01","flat_parameter_corr","flat_parameter_blocks","all_parameter_corr","all_parameter_corr_raw","all_parameter_blocks","occupied_classes","posterior_kept_draws","mfa_seconds_per_iter","mfa_converged","mfa_completed_iter","mfa_final_lambda_rel_range","mfa_final_intercept_rel_range","mfa_final_occupied_range"
"rep13_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",13,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.958927757680749,0.936960157335276,0.895637702488684,0.26036403607163,0.961627026619529,0.249955145377008,NA,NA,0.0985958582121507,0.0809654504359057,8.26200000000244,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.347585290690281,0.166369593206307,0.946576028786773,0.83866814734089,0.247987163630539,0.00929150381416966,0.621276457209417,0.0279136473518186,81,38,0.915005602187647,"alpha+loading+joint_mu+joint_var+joint_weight",0.83454787093642,0.896361551857364,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep13_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",13,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.560831507080675,0.492853050900429,0.738142097306318,0.931471472654051,0.955178900125297,0.357741525958368,0.955248152508373,0.357561833773749,0.108367386526575,0.0018033408846218,16.1080000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97200533789168,0.989676741500521,0.309711865143425,0.0758166331133629,-0.137746578088096,0.10649601932773,1.92866526932893,0.951651509901275,3,2,0.659063482836236,"alpha+loading+joint_mu+joint_var+joint_weight",0.246577762593023,0.49763188586588,"alpha+loading+joint_mu+joint_log_var+joint_weight",3,1000,0.00805400000000009,FALSE,2000,1.40896346685699,1.13935567614881,0
"rep14_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",14,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.938934700349249,0.879182270708042,0.8755951582391,0.267873619293204,0.961306050309563,0.311529927984393,NA,NA,0.0996028406534311,0.105117127548596,8.95300000000134,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.816747187694744,0.207746907101641,0.893359218799502,0.45722103729002,-0.0761798563485442,0.017367469918481,1.03726260481617,0.0655034825639788,63,30,0.865177924809368,"alpha+loading+joint_mu+joint_var+joint_weight",0.704237390125122,0.857852609292576,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep14_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",14,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.394208918468293,0.283685574974301,0.652087848153909,0.981338066227173,0.958453688892081,0.355527159351286,0.958531047294041,0.354857587756177,0.100163680509615,-0.00063598858567854,16.1460000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19174330187132,1.18527015753242,0.270575112068742,0.130778890228072,-0.135251643738366,0.108794349858914,1.94867225731017,0.972488118653949,2,1,0.603003319478537,"alpha+loading+joint_mu+joint_var+joint_weight",0.221810273122873,0.424094448974796,"alpha+loading+joint_mu+joint_log_var+joint_weight",2,1000,0.00807300000000032,FALSE,2000,1.88805696376106,1.12841496431328,1
"rep15_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",15,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.96760747006341,0.94770104392796,0.906586134300932,0.244408366517538,0.952561535273478,0.267440183718007,NA,NA,0.105632543619842,0.0940104495889413,8.54799999999523,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.293473468553949,0.154862140644776,0.97846217584297,0.780807919837767,-0.339988578563149,0.0126455426688556,0.782998429404901,0.0423685775315875,80,36,0.921837736228357,"alpha+loading+joint_mu+joint_var+joint_weight",0.789725298675608,0.922901973376744,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep15_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",15,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.379651290081642,0.214070130530636,0.434994908400264,1.09668868521777,0.953881432061423,0.283146130670349,0.953947115358912,0.282599623701391,0.105710383235082,0.000509135221306891,16.012999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931367780294231,1.15496381308039,0.343312831515234,0.0840550112325229,-0.13508446800126,0.108359460886306,1.93723826616678,0.968619133083389,4,1,0.479187793966485,"alpha+loading+joint_mu+joint_var+joint_weight",0.150621089305934,0.337379240254433,"alpha+loading+joint_mu+joint_log_var+joint_weight",2,1000,0.0080064999999995,FALSE,2000,1.71455430472743,1.18384586876092,0
"rep16_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",16,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.93110616155127,0.867568306185091,0.886424955254417,0.297635239239387,0.959848402918926,0.276743745184589,NA,NA,0.103034082799422,0.064921415617959,8.55399999999645,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.778188640600275,0.141855417837157,0.946585428046567,0.91138780716741,0.524254296712053,0.0160775331088015,1.01032393905868,0.0493578346608072,52,28,0.884329855907984,"alpha+loading+joint_mu+joint_var+joint_weight",0.776291776228654,0.876644607782654,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep16_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",16,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.417331797243393,0.250550508984348,0.623417836838065,0.998685361249201,0.959605643783657,0.354107789187384,0.959614017885107,0.354062514094146,0.104723769581527,0.000150447581555126,16.0319999999992,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14957083193684,1.13742826593261,0.279880376182763,0.176215111323875,-0.135313276048519,0.108759474851269,1.94849734813016,0.972171792488154,2,2,0.587387342157638,"alpha+loading+joint_mu+joint_var+joint_weight",0.203515282622469,0.439387581677667,"alpha+loading+joint_mu+joint_log_var+joint_weight",2,1000,0.00801599999999962,FALSE,2000,1.74413003883411,1.20727638705205,1
"rep17_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",17,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.976184998640351,0.963319505955436,0.908884750378067,0.243073518366223,0.956779615281989,0.25799499651535,NA,NA,0.102335001933038,0.10622821304601,8.4890000000014,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.464156832589899,0.153970580573438,0.957733577372393,0.806518621544233,0.072733007448351,0.0117091780403925,0.748451296493119,0.0383938800712459,74,36,0.912874511376359,"alpha+loading+joint_mu+joint_var+joint_weight",0.814227121839604,0.914187399521506,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep17_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",17,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.407766459507914,0.232938481470821,0.570090529594737,1.03405625904888,0.963844013697455,0.297948768164484,0.96387428548266,0.297790975073334,0.102292736815847,0.00096050943444458,16.1000000000058,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.915231459563981,0.941041167675396,0.320141342075483,0.0767743415659467,-0.136464485392794,0.107439197220802,1.94345740875564,0.960175384029558,3,2,0.561624158606716,"alpha+loading+joint_mu+joint_var+joint_weight",0.196473316051979,0.409017334796959,"alpha+loading+joint_mu+joint_log_var+joint_weight",2,1000,0.00805000000000291,FALSE,2000,1.89394197096749,1.36913784666707,1
"rep18_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",18,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.897110339562496,0.827099246409661,0.841510596114305,0.310758978403193,0.941531398334578,0.286528351425979,NA,NA,0.102345032263829,0.103279927861625,9.17500000000291,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.400724512970383,0.211944504543742,0.919721518021967,0.452903348917332,0.350889335743518,0.0134295279355078,0.698271127413417,0.0544634028588435,81,34,0.883221162493056,"alpha+loading+joint_mu+joint_var+joint_weight",0.739763551028366,0.863442135306218,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep18_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",18,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.37990815987884,0.017401613207315,0.447471598949534,1.11149297821143,0.942709632935199,0.341340739198601,0.942747426950701,0.340883362110821,0.107783831118594,0.00052309507505598,16.0869999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11068486483408,1.0740108878404,0.281403231390702,0.118027744507105,-0.135453685106828,0.107500572825726,1.92553003534766,0.960890307842472,6,1,0.480404782272011,"alpha+loading+joint_mu+joint_var+joint_weight",0.159174139034296,0.351533158258487,"alpha+loading+joint_mu+joint_log_var+joint_weight",3,1000,0.00804349999999977,FALSE,2000,1.43726833726725,1.10871005963738,1
"rep19_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",19,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.90434951171281,0.856497576859613,0.856617253076438,0.28950476525996,0.96465602035226,0.251984232788971,NA,NA,0.102197689356312,0.0888262248854424,8.63799999999901,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.449822234261526,0.1882330320596,0.945462151275189,0.648032651114119,-0.00515990963933406,0.0148785618695584,0.876959512783566,0.0499523730528943,77,29,0.886169694074199,"alpha+loading+joint_mu+joint_var+joint_weight",0.728974048000575,0.872870621086818,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep19_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",19,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.362552832612091,0.122811498379814,0.607410591620742,0.996548228799746,0.964871110861248,0.302514972950377,0.964874558604048,0.302008981491386,0.101119413290811,0.000108547715070597,16.0480000000025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970607432211162,1.14177485700228,0.347687458436079,0.166699362448505,-0.135111533895509,0.108777788222789,1.94472738168302,0.97236369084151,4,1,0.584956270415644,"alpha+loading+joint_mu+joint_var+joint_weight",0.204140914600717,0.422097140224952,"alpha+loading+joint_mu+joint_log_var+joint_weight",2,1000,0.00802400000000125,FALSE,2000,2.52688216990807,1.14909418486428,1
"rep20_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",20,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.872364063036618,0.766821439485768,0.835406004065247,0.339382766979394,0.938142936706881,0.371291405051324,NA,NA,0.100412915479032,0.0709792218546604,8.58699999999953,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.373113865511612,0.14854486361568,0.979752821395997,0.829576929422207,0.409785242460956,0.0143602407683207,0.772078755653897,0.0754523382555545,76,31,0.888230376299972,"alpha+loading+joint_mu+joint_var+joint_weight",0.754270128009369,0.885292087146139,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep20_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",20,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.52932996230221,0.377740218741763,0.657586347525771,1.02804280295561,0.947688488417503,0.473983598738574,0.947760890061859,0.473093120604194,0.104427349201131,0.00173131590819859,16.0800000000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868017120664982,0.973181761395683,0.418917979204519,0.141813388665905,-0.13691992968381,0.106603472511957,1.90788214180816,0.952797023884002,9,1,0.638130896978541,"alpha+loading+joint_mu+joint_var+joint_weight",0.223010248853362,0.507523518234559,"alpha+loading+joint_mu+joint_log_var+joint_weight",4,1000,0.00804000000000087,FALSE,2000,1.28763359789821,0.948596542009898,2
"rep21_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",21,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.957757188605377,0.920115816472081,0.886138757036912,0.276062168542756,0.920915433858154,0.395208839844116,NA,NA,0.0990378677815598,0.062594496522528,8.62700000000041,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.352456807150687,0.221902997060429,0.9343736734615,0.376333999835535,-0.11528452401788,0.0113342637234188,0.672735753480919,0.0467690276642757,81,35,0.893577454537649,"alpha+loading+joint_mu+joint_var+joint_weight",0.781640457527598,0.880054061585047,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep21_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",21,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.438444035078703,0.182308244991714,0.677690840064741,1.05333927627042,0.955952537773756,0.279200754535328,0.956159696768422,0.278719371551123,0.10551155289059,0.000267106919489996,15.9990000000034,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05898689930805,1.02444920694009,0.33044686910692,0.132101494912826,-0.136625339224031,0.10770118229853,1.93082447434162,0.962621057521823,4,2,0.608855887073823,"alpha+loading+joint_mu+joint_var+joint_weight",0.238734405451988,0.431464611222419,"alpha+loading+joint_mu+joint_log_var+joint_weight",3,1000,0.00799950000000172,FALSE,2000,1.25157216595206,1.30285091324297,1
"rep22_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",22,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.745564523056392,0.524405736506597,0.718003126416401,0.4378948797791,0.961795517221626,0.239764903532038,NA,NA,0.103858345534815,0.099785528840727,9.33200000000215,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.392510400723983,0.241337046713629,0.952843094608642,0.0265973187697604,0.690480888857474,0.0150842680085024,0.754724713271848,0.0839601580324838,76,28,0.823938182095937,"alpha+loading+joint_mu+joint_var+joint_weight",0.6689668150657,0.806349058127455,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep22_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",22,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.421381722657106,0.266279458939409,0.60488924561984,1.03886026900555,0.9485381824777,0.354430078281928,0.948622880537907,0.353375241876169,0.113826430065744,0.000789992790126042,16.041999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826356476405254,0.994294101224192,0.427349587506441,0.0675511806849903,-0.137139956667293,0.106454210985939,1.91132511595667,0.951426661366584,8,2,0.587417859054461,"alpha+loading+joint_mu+joint_var+joint_weight",0.215576482595102,0.420943829252357,"alpha+loading+joint_mu+joint_log_var+joint_weight",4,1000,0.008020999999997,FALSE,2000,1.70496377441461,0.748057091358868,1
"rep23_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",23,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.93748380911408,0.885996215876138,0.891849918685168,0.277789597495024,0.956217891611048,0.276586014611694,NA,NA,0.103330084192509,0.0496941453690506,8.46600000000035,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.692982971095599,0.186101747741407,0.915453655020438,0.598955579233512,0.533625402638231,0.0139295606411926,0.890915093592383,0.0448837035522863,67,28,0.892866605947903,"alpha+loading+joint_mu+joint_var+joint_weight",0.789963408025446,0.88325747820881,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep23_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",23,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.536624317687953,0.337543720628217,0.763643863392009,0.934686539304308,0.943189037554583,0.320066273208356,0.943438879862945,0.319129434802878,0.112028387839014,0.00129624566017427,16.0440000000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.918236576721378,1.02690052997641,0.37918016450593,0.0567145925373927,-0.137034396736726,0.106567930901085,1.90495447827224,0.952477239136121,9,1,0.669504293111103,"alpha+loading+joint_mu+joint_var+joint_weight",0.256362670259577,0.49119542336383,"alpha+loading+joint_mu+joint_log_var+joint_weight",4,1000,0.00802200000000084,FALSE,2000,1.62241112444844,0.942230935071218,0
"rep24_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",24,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.97496429195556,0.963673120211114,0.914462507182384,0.267463192568365,0.948868026060278,0.297478769464773,NA,NA,0.103520237054963,0.0678541418418841,8.76600000000326,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.526479907643968,0.192146405924706,0.958255987751102,0.579507624185446,0.491959728975776,0.0113105695933156,0.702917166839269,0.0385114257302616,75,36,0.912509746348365,"alpha+loading+joint_mu+joint_var+joint_weight",0.828638777032845,0.891695087597713,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep24_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",24,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.503023895001209,0.36081250303897,0.709397472081258,0.972012980571562,0.944107313314603,0.369268836839945,0.944243366316822,0.368786581100032,0.106552338914321,0.000965202428194534,16.1979999999967,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0450026934947,1.04468332454815,0.318185769107863,0.0760742703961041,-0.135863800530532,0.107657377764978,1.92858530334812,0.962283111319493,7,2,0.640137175831706,"alpha+loading+joint_mu+joint_var+joint_weight",0.240423514867753,0.479890735201554,"alpha+loading+joint_mu+joint_log_var+joint_weight",3,1000,0.00809899999999834,FALSE,2000,1.4651604291356,1.58092478128473,1
"rep25_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",25,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.97618044975921,0.96689950866173,0.895258503480436,0.26950100202677,0.945890014916508,0.327359774885778,NA,NA,0.103747839759516,0.0776768197113013,8.94800000000396,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.349180543578808,0.218688680781729,0.957912754523797,0.379210606809557,0.358245195919603,0.00926855173370628,0.590630458326907,0.0268855672553085,79,40,0.910522444297729,"alpha+loading+joint_mu+joint_var+joint_weight",0.822185863288205,0.882738391717727,"alpha+loading+joint_mu+joint_log_var+joint_weight",NA,NA,NA,NA,NA,NA,NA,NA
"rep25_balanced_moderate_dense_signed_cross_n100_p500_H4_G3_sep1",25,"n100p500",100,500,4,3,81,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.521118753473897,0.439928285881728,0.810390288444286,0.873277391276605,0.944573846783995,0.287620706467869,0.94480110759003,0.286905516933481,0.10885464075305,0.000285093787470969,16.2649999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17133804571258,1.14811638399995,0.274809703982788,0.109147538910532,-0.135179643973416,0.108770126212892,1.94775474863098,0.972276076100076,2,1,0.678898665224689,"alpha+loading+joint_mu+joint_var+joint_weight",0.257661379899777,0.498977900818771,"alpha+loading+joint_mu+joint_log_var+joint_weight",2,1000,0.00813249999999971,FALSE,2000,1.9720434671259,0.686179226833654,0
"rep1_balanced_moderate_dense_signed_cross_n500_p500_H3_G2_sep1",1,"n500p500",500,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.991433340353291,0.99030426915571,0.986421711090415,0.0873450412923748,0.992356272682036,0.135012308002324,NA,NA,0.0455360299097613,0.921564146914744,31.4360000000015,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0460705403215583,0.0415094055760715,0.998889023659738,0.971962523278657,NA,0.00971195857691274,0.0598462141948031,0.0154529896834405,8,8,0.988414282407431,"alpha+loading+joint_mu+joint_var+joint_weight",0.987592159857384,0.99005473013365,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep1_balanced_moderate_dense_signed_cross_n500_p500_H3_G2_sep1",1,"n500p500",500,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.978713382019731,0.97042000947302,0.975516716249305,0.125841791250408,0.992413762250372,0.142275806149436,0.992409778990204,0.142391018502507,0.0459411897170616,0.643504835327488,42.9209999999948,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555666805614783,0.470659553274432,0.798411133377067,0.120856835594659,NA,0.0822946396675395,0.497867573165828,0.128338310936914,6,6,0.974907099801147,"alpha+loading+joint_mu+joint_var+joint_weight",0.971498072103698,0.949856654920245,"alpha+loading+joint_mu+joint_log_var",6,1000,0.0214604999999974,FALSE,2000,0.112805880646655,0.173093303865518,1
"rep2_balanced_moderate_dense_signed_cross_n500_p500_H3_G2_sep1",2,"n500p500",500,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.992081900212973,0.990148139632777,0.985179454085285,0.0945973190509713,0.992116551692687,0.106564306918102,NA,NA,0.046001522874658,0.893550531706601,30.0839999999953,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.026614960654178,0.0206862542991774,0.999717999247131,0.993303558417364,NA,0.00609651005676178,0.0440373630014384,0.00923048604038734,8,8,0.988553263371294,"alpha+loading+joint_mu+joint_var+joint_weight",0.987132438904857,0.990321036766781,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep2_balanced_moderate_dense_signed_cross_n500_p500_H3_G2_sep1",2,"n500p500",500,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.961963137508827,0.914057933789323,0.955937923469242,0.18159868981342,0.992308762697924,0.108949445465439,0.992312144441021,0.108992033259237,0.0467732859806236,0.471975982348918,42.3989999999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.586981899344613,0.446877283538025,0.776545203484011,0.194703157703078,NA,0.0889493636000891,0.637482542077017,0.146377286452581,7,7,0.962016768682165,"alpha+loading+joint_mu+joint_var+joint_weight",0.955919158020555,0.933452980039436,"alpha+loading+joint_mu+joint_log_var",5,1000,0.0211994999999988,FALSE,2000,0.297879908087115,0.188877383420679,1
