"mixture_scenario","n","p","H","G_config","estimated_z_largest_eigengap_selects_true_H_mean","estimated_z_largest_eigengap_selects_true_H_median","estimated_z_largest_eigengap_selects_true_H_sd","estimated_z_largest_eigengap_selects_true_H_se","estimated_z_largest_eigengap_selects_true_H_n_replications","estimated_z_largest_relative_eigengap_selects_true_H_mean","estimated_z_largest_relative_eigengap_selects_true_H_median","estimated_z_largest_relative_eigengap_selects_true_H_sd","estimated_z_largest_relative_eigengap_selects_true_H_se","estimated_z_largest_relative_eigengap_selects_true_H_n_replications","estimated_z_largest_sv_ratio_selects_true_H_mean","estimated_z_largest_sv_ratio_selects_true_H_median","estimated_z_largest_sv_ratio_selects_true_H_sd","estimated_z_largest_sv_ratio_selects_true_H_se","estimated_z_largest_sv_ratio_selects_true_H_n_replications","estimated_z_eigengap_at_true_H_mean","estimated_z_eigengap_at_true_H_median","estimated_z_eigengap_at_true_H_sd","estimated_z_eigengap_at_true_H_se","estimated_z_eigengap_at_true_H_n_replications","estimated_z_relative_eigengap_at_true_H_mean","estimated_z_relative_eigengap_at_true_H_median","estimated_z_relative_eigengap_at_true_H_sd","estimated_z_relative_eigengap_at_true_H_se","estimated_z_relative_eigengap_at_true_H_n_replications","estimated_z_sv_ratio_at_true_H_mean","estimated_z_sv_ratio_at_true_H_median","estimated_z_sv_ratio_at_true_H_sd","estimated_z_sv_ratio_at_true_H_se","estimated_z_sv_ratio_at_true_H_n_replications","eigengap_diagnostic_seconds_mean","eigengap_diagnostic_seconds_median","eigengap_diagnostic_seconds_sd","eigengap_diagnostic_seconds_se","eigengap_diagnostic_seconds_n_replications"
"separated",400,500,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.437543624638912,0.438594484869968,0.0163738452021864,0.00327476904043727,25,0.901315046594936,0.901614277739478,0.00318095439568815,0.000636190879137631,25,3.18445919357105,3.18811486981288,0.0509661915932135,0.0101932383186427,25,13.36432,13.3700000000026,0.041433400376146,0.0082866800752292,25
"separated",400,500,5,"3-3-3-3-3",0.08,0,0.276887462097269,0.0553774924194538,25,1,1,0,0,25,1,1,0,0,25,0.429445402064856,0.428156721578684,0.0214143471575202,0.00428286943150403,25,0.908550884734571,0.907671056955895,0.00483962424877228,0.000967924849754455,25,3.31015667140822,3.29102414110344,0.0876965879107447,0.017539317582149,25,13.5621199999988,13.560999999987,0.0898463132241409,0.0179692626448282,25
"separated",400,500,10,"2-2-2-2-2-2-2-2-2-2",0.2,0,0.408248290463863,0.0816496580927726,25,1,1,0,0,25,1,1,0,0,25,0.232946695787731,0.23524580433257,0.0123116578124032,0.00246233156248063,25,0.843642441511961,0.844455823598813,0.00797737488839004,0.00159547497767801,25,2.53127705044176,2.53555550598792,0.0634582643122237,0.0126916528624447,25,20.1374799999996,20.0859999999957,0.10824128910161,0.0216482578203219,25
"separated",400,500,10,"3-3-3-3-3-3-3-3-3-3",0.36,0,0.489897948556636,0.0979795897113271,25,1,1,0,0,25,1,1,0,0,25,0.238112766206912,0.237354711143593,0.0107927094641151,0.00215854189282302,25,0.857329385828522,0.857910072831865,0.00616394699002675,0.00123278939800535,25,2.64924245414863,2.65288457259908,0.0567327449672111,0.0113465489934422,25,13.3215600000019,13.3450000000012,0.0664712218420216,0.0132942443684043,25
"separated",400,1000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.346713638121236,0.344593515029645,0.00815045120641881,0.00163009024128376,25,0.915748047449685,0.915547431030484,0.00266671445880998,0.000533342891761997,25,3.44641499207879,3.44107047679625,0.0548292858797505,0.0109658571759501,25,25.1614799999999,25.1620000000039,0.0744575494263829,0.0148915098852766,25
"separated",400,1000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.341906205114558,0.343834083543107,0.01497531564651,0.002995063129302,25,0.920570248209357,0.921695256059689,0.0054202510206998,0.00108405020413996,25,3.55390541808935,3.57360019473872,0.116810130460899,0.0233620260921799,25,25.6620799999987,25.7139999999927,0.308028938036614,0.0616057876073228,25
"separated",400,1000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.190107593357104,0.19097375229103,0.00790048475029251,0.0015800969500585,25,0.864727336070595,0.865297666556614,0.00539748254393025,0.00107949650878605,25,2.7204716399225,2.72466078071997,0.0543477200743506,0.0108695440148701,25,29.6003199999995,25.6779999999999,5.94943665204154,1.18988733040831,25
"separated",400,1000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.190540531613769,0.19119263210304,0.00792629658114578,0.00158525931622916,25,0.875491574082911,0.876684624596675,0.00545706937896139,0.00109141387579228,25,2.83590080458896,2.84768131289266,0.0603422129022953,0.0120684425804591,25,24.9760799999995,24.9780000000028,0.101266118058283,0.0202532236116566,25
"separated",400,1500,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.323710587142903,0.322731841092725,0.0114087710957709,0.00228175421915418,25,0.924966287031883,0.924769719422075,0.00329094972537986,0.000658189945075973,25,3.6531354133064,3.64589082089311,0.078539311754855,0.015707862350971,25,136.979599999999,33.4019999999946,511.204821415546,102.240964283109,25
"separated",400,1500,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.321039379644508,0.318946210384734,0.0117988689306597,0.00235977378613194,25,0.916776607416962,0.9210767488394,0.0158308267378709,0.00316616534757419,25,3.50768319991898,3.55956982366578,0.30536962709075,0.0610739254181501,25,33.8930000000005,33.9170000000013,0.372308675697777,0.0744617351395555,25
"separated",400,1500,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.178662917594227,0.179005591889934,0.00692235614087825,0.00138447122817565,25,0.876673358865029,0.875646145933536,0.00407317052137379,0.000814634104274758,25,2.84870105657055,2.83576589527408,0.0482465050596693,0.00964930101193387,25,33.3306399999996,33.3439999999973,0.148766282021335,0.029753256404267,25
"separated",400,1500,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.186863635640681,0.186148946694792,0.00975358930113498,0.001950717860227,25,0.890835112007719,0.890581384967545,0.0060761221168159,0.00121522442336318,25,3.03002931440693,3.02311308677839,0.084939502735993,0.0169879005471986,25,33.0891200000013,33.0350000000035,0.24491959905347,0.048983919810694,25
"separated",400,2000,5,"2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.31135535534031,0.311878800090492,0.00837826345840596,0.00167565269168119,25,0.928175193480154,0.929070000028531,0.0052691225305368,0.00105382450610736,25,3.7376696811919,3.7547845325256,0.122165784609322,0.0244331569218643,25,41.8321599999996,41.6530000000057,0.699688304414589,0.139937660882918,25
"separated",400,2000,5,"3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.303393603334732,0.302673779774206,0.0183339365021628,0.00366678730043256,25,0.90324389128052,0.900957237877838,0.0186918558483232,0.00373837116966464,25,3.26434421857384,3.17752245438545,0.354612649205618,0.0709225298411236,25,114.650999999999,62.6899999999878,201.170644462191,40.2341288924381,25
"separated",400,2000,10,"2-2-2-2-2-2-2-2-2-2",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.179076012122815,0.180423584175318,0.00693010982594,0.001386021965188,25,0.888542655221376,0.889429608089269,0.00441124558066175,0.00088224911613235,25,2.99699748618804,3.00732646059184,0.0584004653151811,0.0116800930630362,25,41.3294,41.4199999999983,0.288297011198923,0.0576594022397846,25
"separated",400,2000,10,"3-3-3-3-3-3-3-3-3-3",0,0,0,0,25,1,1,0,0,25,1,1,0,0,25,0.182371348920912,0.18241683426687,0.00845491809354066,0.00169098361870813,25,0.897712631587614,0.899367728162518,0.011624558657028,0.0023249117314056,25,3.13787789537716,3.15232772284083,0.140925408593316,0.0281850817186632,25,40.9450399999996,41.0899999999965,0.343767300171157,0.0687534600342313,25
